ID,Grupo,Condicao,Tipo,Frame_Num,ThetaRel_Fp1,AlphaRel_Fp1,BetaRel_Fp1,GammaRel_Fp1,TBR_Fp1,Entropia_Fp1,ThetaRel_Fp2,AlphaRel_Fp2,BetaRel_Fp2,GammaRel_Fp2,TBR_Fp2,Entropia_Fp2,ThetaRel_F7,AlphaRel_F7,BetaRel_F7,GammaRel_F7,TBR_F7,Entropia_F7,ThetaRel_F3,AlphaRel_F3,BetaRel_F3,GammaRel_F3,TBR_F3,Entropia_F3,ThetaRel_F4,AlphaRel_F4,BetaRel_F4,GammaRel_F4,TBR_F4,Entropia_F4,ThetaRel_F8,AlphaRel_F8,BetaRel_F8,GammaRel_F8,TBR_F8,Entropia_F8,ThetaRel_C3,AlphaRel_C3,BetaRel_C3,GammaRel_C3,TBR_C3,Entropia_C3,ThetaRel_C4,AlphaRel_C4,BetaRel_C4,GammaRel_C4,TBR_C4,Entropia_C4,ThetaRel_T3,AlphaRel_T3,BetaRel_T3,GammaRel_T3,TBR_T3,Entropia_T3,ThetaRel_T4,AlphaRel_T4,BetaRel_T4,GammaRel_T4,TBR_T4,Entropia_T4,ThetaRel_T5,AlphaRel_T5,BetaRel_T5,GammaRel_T5,TBR_T5,Entropia_T5,ThetaRel_P3,AlphaRel_P3,BetaRel_P3,GammaRel_P3,TBR_P3,Entropia_P3,ThetaRel_P4,AlphaRel_P4,BetaRel_P4,GammaRel_P4,TBR_P4,Entropia_P4,ThetaRel_T6,AlphaRel_T6,BetaRel_T6,GammaRel_T6,TBR_T6,Entropia_T6,ThetaRel_O1,AlphaRel_O1,BetaRel_O1,GammaRel_O1,TBR_O1,Entropia_O1,ThetaRel_O2,AlphaRel_O2,BetaRel_O2,GammaRel_O2,TBR_O2,Entropia_O2,Asym_Theta_F,Asym_Theta_C,Asym_Theta_P,Asym_Theta_O,Asym_Alpha_F,Asym_Alpha_C,Asym_Alpha_P,Asym_Alpha_O,Asym_Beta_F,Asym_Beta_C,Asym_Beta_P,Asym_Beta_O,Asym_Gamma_F,Asym_Gamma_C,Asym_Gamma_P,Asym_Gamma_O,Conn_F3_F4,Conn_C3_C4,Conn_P3_P4,Conn_O1_O2,Conn_F3_O1,Conn_F4_O2,ERSP_N170_O1,ERSP_N170_O2,ERSP_N170_T5,ERSP_N170_T6
TEA_G_26_basal_pos,TEA,1,Resting,1,0.16067615934064072,0.1674872486481422,0.5014330714484388,0.17040352056277824,0.320433909308199,3.595320046715597,0.4308015778776248,0.14628312149637387,0.32737460477249763,0.09554069585350385,1.3159285161321588,3.2860118283723914,0.26555520532983035,0.2583141418885412,0.36886180943836416,0.10726884334326425,0.7199314174979774,3.4092923525823595,0.168072130291267,0.38027969022397623,0.35693297560897247,0.09471520387578433,0.47087868528962573,3.392034368863872,0.2950160263804149,0.15838649305541985,0.3879593031723234,0.15863817739184188,0.7604303440285719,3.487603170811477,0.21461910479199475,0.2320510456841054,0.42009496093192394,0.13323488859197588,0.5108823593501128,3.478560248547093,0.38006453583900973,0.40622340474317015,0.17472855676541632,0.038983502652403856,2.175171264931063,2.8578169627009187,0.2026683122522396,0.38811103057454366,0.3281708023718279,0.08104985480138885,0.6175696033512756,3.1886502510951185,0.29269842098014615,0.32996792151466153,0.27925086265270166,0.09808279485249057,1.048155834505582,3.2618085217028097,0.13499758116312063,0.36033312281873703,0.40257162378991146,0.1020976722282309,0.3353380446744336,3.3296576494703176,0.3093171284017111,0.3844040794987178,0.2561832753517007,0.05009551674787038,1.2074056277759182,3.0766529352913174,0.31309153718083754,0.4256616790978616,0.22357817583421774,0.03766860788708302,1.4003671691685755,2.89341826994087,0.2827658784301964,0.4785255005441793,0.21526486015291021,0.02344376087271411,1.313571932870687,2.851035587714354,0.19962815933086905,0.5067463871883052,0.24712457194028983,0.04650088154053585,0.8078037637596928,2.954768156498548,0.38120245535926306,0.12441179346944212,0.37826595976648403,0.11611979140481073,1.0077630448021064,3.31416413654666,0.2907685262292315,0.22710525057378805,0.3673546895631758,0.11477153363380474,0.7915198430568193,3.3751891063471153,0.1269438960891479,-0.17739622358677012,-0.030325658750641138,-0.09043392913003157,-0.22189319716855638,-0.01811237416862649,0.05286382144631768,0.10269345710434594,0.03102632756335094,0.15344224560641156,-0.008313315681307526,-0.010911270203308232,0.06392297351605755,0.04206635214898499,-0.014224847014368908,-0.0013482577710059868,0.5603553962487657,0.03747010269559378,0.13508293504906038,0.9015710218944525,-0.7952981497892099,-0.5985437928581028,0.0,0.0,0.0,0.0
TEA_G_26_basal_pos,TEA,1,Resting,2,0.08414978718033865,0.35917848892599175,0.37464272840609497,0.1820289954875746,0.2246134271399077,3.2771308854180368,0.42067159049651676,0.18171515343278594,0.27909747561853315,0.11851578045216407,1.5072568806444,3.182595704850826,0.24777984495346128,0.1836684526365459,0.30421379658280107,0.2643379058271918,0.8144924646309406,3.4608629858217332,0.11270101589414362,0.25619290744536277,0.4181775978057329,0.21292847885476066,0.26950514921294183,3.5167975979664017,0.3526360536132352,0.23923789022309358,0.2619304622571622,0.1461955939065089,1.3462964581302448,3.2036991633218546,0.12605038835591556,0.24571585353653713,0.32851769975834816,0.29971605834919923,0.38369435938652924,3.4830287257470003,0.33381585544817866,0.2869000986929584,0.2338225817233527,0.14546146413551025,1.4276459227669167,3.284411036500891,0.2356835001944253,0.23719911135958516,0.4040755504233275,0.1230418380226621,0.5832659262544164,3.3951206354288486,0.29348363753663026,0.08625230642672642,0.3488821790208199,0.27138187701582317,0.841211317701373,3.5187684613516894,0.10750911467721953,0.11955486567331615,0.3956534501904065,0.37728256945905775,0.27172545727954917,3.619296675908935,0.30303190060339735,0.15703608332573107,0.3398156718629281,0.20011634420794347,0.8917537526804582,3.4297646994244815,0.21937696676556806,0.39217922402710337,0.2843609363630991,0.1040828728442294,0.7714736404069462,3.1783273015241154,0.267017911334597,0.5133036281254588,0.19159051966241272,0.028087940877531473,1.393690626264229,2.735133546408864,0.21973659070287307,0.29228144938603196,0.31645187247716705,0.1715300874339277,0.6943760167471523,3.4072632042327275,0.262781338313038,0.08537606254852471,0.374694062570971,0.2771485365674663,0.7013223975580464,3.502279596980543,0.21804505552106598,0.09164835445561209,0.36733353398416807,0.32297305603915394,0.5935887561260977,3.5426764448249846,0.23993503771909158,-0.09813235525375336,0.047640944569028953,-0.04473628279197203,-0.016955017222269192,-0.04970098733337325,0.12112440409835545,0.006272291907087377,-0.15624713554857067,0.17025296869997478,-0.09277041670068639,-0.007360528586802917,-0.06673288494825175,-0.02241962611284816,-0.07599493196669793,0.04582451947168764,0.48382761508528505,0.0011916029197429703,0.4060437649027208,0.8607287759736145,-0.6417268504571015,-0.4410598295495493,0.0,0.0,0.0,0.0
TEA_G_26_basal_pos,TEA,1,Resting,3,0.1656311865706854,0.21514035408857793,0.3809033170694749,0.23832514227126164,0.43483786868801433,3.571128162009037,0.2791395273894949,0.24778800319060126,0.3480347253172796,0.1250377441026243,0.8020450463241058,3.469372929770287,0.30716987452823863,0.27001328956239623,0.3221358486792214,0.10068098723014392,0.9535414198315889,3.398332531863116,0.31483778550196956,0.19656518507003606,0.33054093429163584,0.15805609513635846,0.9524925745632116,3.4923139634028044,0.22917740040153092,0.2528662588962614,0.34825279498094286,0.16970354572126484,0.6580777059207006,3.533865461470485,0.18804574416947525,0.11562301952604215,0.5088509257282438,0.18748031057623882,0.36954977314889026,3.5341160161352425,0.23510370806616784,0.2630482694702037,0.3392104088032648,0.16263761366036364,0.6930910784713663,3.5271804960104354,0.1905521172611681,0.3297817711167271,0.36830768368442574,0.11135842793767899,0.517372093231803,3.3791198532350073,0.273828829804661,0.21270646595937695,0.2823250725439478,0.23113963169201426,0.9699061699950002,3.5109686361096006,0.1309289306762692,0.25166709821436756,0.41080921548714083,0.20659475562222235,0.3187098189143898,3.5782434997886603,0.24406873591891287,0.3510339524886773,0.33096276801336877,0.07393454357904107,0.7374507331563473,3.3203209082341134,0.2860184232279065,0.30709053283169224,0.32077284157430835,0.08611820236609269,0.8916541120631285,3.291541737740113,0.3060269937637267,0.38539602226946335,0.259627238900228,0.04894974506658206,1.1787168213167714,3.0887865760887934,0.21352938511913794,0.40503582462600796,0.22734412210797283,0.15409066814688135,0.9392342460374944,3.3113039221680465,0.2668201001535875,0.17854012214173773,0.3935469541904031,0.16109282351427165,0.6779879689387622,3.5637952954886587,0.16412767454845045,0.2320769254579691,0.4056370285997736,0.19815837139380685,0.4046170910851162,3.5504577916179434,-0.08566038510043864,-0.044551590804999736,0.020008570535820225,-0.10269242560513703,0.056301073826225345,0.06673350164652336,0.0783054894377711,0.05353680331623137,0.017711860689307024,0.02909727488116093,-0.06114560267408037,0.012090074409370488,0.011647450584906377,-0.05127918572268465,-0.03716845729951063,0.0370655478795352,0.2632132684592597,0.09389123594703666,0.07119790056086961,0.895213909531428,-0.6291155756820502,-0.4360881046356927,0.0,0.0,0.0,0.0
TEA_G_26_basal_pos,TEA,1,Resting,4,0.3123372446309586,0.154430003908872,0.4059127753167897,0.12731997614337973,0.7694688702202062,3.444929176658633,0.3977835982867536,0.13738542369788345,0.37207758401601204,0.09275339399935097,1.0690877800089007,3.3313270226102913,0.511090584584214,0.17121105276220275,0.17522418432687994,0.14247417832670337,2.9167810741853804,2.9816425585077497,0.30271062065048127,0.27827905522672325,0.3349937252821059,0.08401659884068957,0.903630718442746,3.272639586988804,0.37253317437331307,0.056860120892672,0.44102580253830004,0.12958090219571508,0.8446970046405872,3.369573783263354,0.1603101207617948,0.14807651753484768,0.3918134722721303,0.29979988943122715,0.4091490775754973,3.555297622524177,0.28101157873175986,0.2539398859806102,0.3271968461282333,0.13785168915939663,0.8588456217014612,3.4584934865855717,0.3895438847639539,0.1843909693046299,0.2973407984669932,0.12872434746442313,1.310092280549236,3.2442668289577132,0.47949260242983294,0.14023335237843568,0.30361337662341215,0.07666066856831924,1.5792868145746197,3.1097450566053024,0.2650281836444142,0.14321471253008805,0.36394652251093196,0.22781058131456583,0.7282063909168235,3.5469610386837283,0.4195665837408948,0.18009145039559496,0.26573902672649435,0.1346029391370159,1.5788670144138213,3.2587825627136544,0.2997144905986362,0.335178917445233,0.2915463496736474,0.07356024228248341,1.0280166118839495,3.206672458253265,0.5030258845171556,0.2683498519658751,0.19637640817887755,0.032247855338091894,2.561539286628329,2.812353683954773,0.4520177880056379,0.2734750570190397,0.22812536235355108,0.04638179262177135,1.9814446905079148,3.023417889820612,0.35604960607679753,0.1216738615353979,0.38531380074516663,0.13696273164263797,0.9240510082644992,3.3773555350288653,0.2656241792449223,0.08415440131429185,0.4098081050233978,0.24041331441738797,0.6481672177512366,3.623468809636086,0.0698225537228318,0.10853230603219405,0.20331139391851938,-0.09042542683187521,-0.22141893433405124,-0.06954891667598029,-0.06682906547935791,-0.037519460221106055,0.10603207725619412,-0.029856047661240115,-0.09516994149476984,0.024494304278231183,0.04556430335502551,-0.009127341694973506,-0.041312386944391516,0.10345058277475,0.21508689167960782,-0.11047927568839024,0.41835249553921716,0.8150447262152244,-0.55102037359137,-0.4219501240197343,0.0,0.0,0.0,0.0
TEA_G_26_basal_pos,TEA,1,Resting,5,0.1942876168530236,0.17707404898082618,0.4226313633537719,0.2060069708123784,0.45970941510649627,3.5293820539567506,0.32077694975097587,0.08628892191378713,0.48202745695021354,0.11090667138502343,0.6654744353787039,3.4051760956377124,0.416836832177372,0.25315574704747956,0.22394313965840262,0.10606428111674579,1.8613512019756653,3.2043651763256595,0.185155036553139,0.24504543582920355,0.41047318866659815,0.15932633895105938,0.45107705366727113,3.5290072931113037,0.28333456513626804,0.08331703043627782,0.47005090634417257,0.16329749808328145,0.6027742129887729,3.4703690733363297,0.3589974690688038,0.14935388494166016,0.2921557939078664,0.19949285208166975,1.228787778831511,3.4365614502433477,0.2029384805815099,0.5160135773987578,0.24488697074032764,0.036160971279404736,0.8287026458288018,2.916322347976056,0.31076285955694455,0.34036592382218017,0.27278076430063314,0.07609045232024221,1.1392403725889233,3.1845912501869345,0.19426627640195834,0.2472192412480232,0.3742828130920515,0.184231669257967,0.5190360593826687,3.582357342732406,0.05156539325181245,0.42661262687373025,0.2817939820113425,0.24002799786311485,0.18298968943111388,3.171588420940613,0.2464762799731117,0.3288640465026287,0.3378980860537059,0.08676158747055375,0.7294397042957398,3.3107584090504587,0.30357384335659743,0.4231688896389606,0.2345827468338337,0.03867452017060826,1.2941013243895274,2.8980405094071164,0.44529006770647345,0.352475882151327,0.17673139933440116,0.025502650807798406,2.519586612132917,2.902727337971994,0.19909435626828867,0.47666648488620184,0.22576302445234667,0.09847613439316283,0.8818731798586127,3.1102934867847716,0.35090912725908546,0.09099273701405375,0.4077307290933341,0.15036740663352668,0.8606393931588081,3.399602858646934,0.19052516294114377,0.2319548965632852,0.3897049168555211,0.18781502364004984,0.4888959689769039,3.5272508337249318,0.09817952858312903,0.10782437897543465,0.14171622434987602,-0.1603839643179417,-0.1617284053929257,-0.17564765357657758,-0.07069300748763357,0.14096215954923144,0.059577717677574416,0.027893793560305497,-0.05785134749943255,-0.018025812237812966,0.0039711591322220685,0.039929481040837475,-0.013171869362809854,0.03744761700652316,0.24782037615556785,0.18988236414798315,0.03985030086926576,0.9120356952230008,-0.642145606538609,-0.5133158737803813,0.0,0.0,0.0,0.0
TEA_G_26_basal_pos,TEA,1,Resting,6,0.05300499189571229,0.31774823193735474,0.44677371754537865,0.18247305862155438,0.11863945844202126,3.425404720258739,0.24932412150018746,0.35821571082820985,0.31945969573731564,0.07300047193428691,0.7804556406552172,3.3111523083776517,0.4085576361070389,0.2562332852659418,0.22070222176956866,0.11450685685745056,1.8511713784812134,3.142198463026179,0.16737888822351388,0.3528699484190825,0.34403984101319984,0.13571132234420383,0.486510189432078,3.3713219859864165,0.11203588294874275,0.23272881847676405,0.49725635925259265,0.15797893932190057,0.22530809483691608,3.576582882607145,0.17795403447426866,0.19309246894526452,0.33095452048641927,0.2979989760940476,0.5376993618722032,3.4289477077471173,0.23118397581025027,0.22131852293346735,0.30908937163780914,0.23840812961847319,0.7479518774302973,3.4766679832757306,0.1164269541497633,0.40461088824710517,0.28528942913931316,0.1936727284638184,0.408101185175387,3.2547885318147056,0.2070751643563719,0.23848787583461484,0.3688331649580427,0.18560379485097053,0.5614331465553759,3.4817770403002837,0.09770106776428855,0.3133891486675262,0.36947846060682116,0.21943132296136414,0.2644296709578876,3.4920628354641727,0.197014016292778,0.468559976140781,0.2246361569748615,0.10978985059157946,0.8770360878049805,3.197032831662168,0.2363102666720218,0.2946145772619945,0.3427520044229497,0.12632315164303404,0.6894497001406863,3.3753785251143373,0.29748108393839495,0.4807171868902402,0.1876338112607957,0.03416791791056907,1.5854343198567793,2.736773660583592,0.31123310495896983,0.33758283642704373,0.27086330254406477,0.08032075606992174,1.1490412397535381,3.168275195166105,0.27048414456289116,0.296320800773385,0.2627857963556964,0.17040925830802756,1.0292951457573247,3.333337288768938,0.2258871164359313,0.177526224434167,0.37836554290612473,0.21822111622377705,0.5970076310357245,3.531361658639423,-0.05534300527477112,-0.11475702166048697,0.06117081726637316,-0.04459702812695987,-0.12014112994231843,0.18329236531363782,0.18610260962824565,-0.11879457633921803,0.1532165182393928,-0.023799942498495985,-0.15511819316215397,0.11557974655042835,0.022267616977696747,-0.0447354011546548,-0.09215523373246497,0.04781185791574949,0.4665422500617259,-0.1408093680289279,0.5248827967953831,0.9412384580935214,-0.36304496011712645,-0.5357456750137688,0.0,0.0,0.0,0.0
TEA_G_26_basal_pos,TEA,1,Resting,7,0.09794260051127193,0.08560248350876042,0.6321809904509178,0.18427392552904978,0.15492810127272585,3.6043397344204617,0.1953990965053665,0.16380358423947364,0.4654718059723436,0.17532551328281626,0.4197871793699494,3.536638891338707,0.1863842314101953,0.09234536767049163,0.5175355423200708,0.20373485859924217,0.36013803143770484,3.5463637840283853,0.11262307276104021,0.1323539874506565,0.5409173869739902,0.2141055528143131,0.20820752941789916,3.5921064189571137,0.10798756666129167,0.06896164931741139,0.6166169064813778,0.20643387753991915,0.17512910451564623,3.4570768035483477,0.12159055691329106,0.09181998252116302,0.4382785666962466,0.34831089386929937,0.27742756811003405,3.6147509188276654,0.18332076341627135,0.10828695834808816,0.37137210023037265,0.33702017800526785,0.4936309520897027,3.6223566214905807,0.22668102499575798,0.14600654588956016,0.47786874081613007,0.14944368829855184,0.4743583449476521,3.5481403384336563,0.10996984295380102,0.11396530217869086,0.4105568965644264,0.36550795830308175,0.26785530549855,3.629943439568426,0.03411993732076009,0.10016350833799001,0.5024077802116265,0.3633087741296233,0.0679128362749238,3.5514021044229853,0.16998622699423147,0.16737753695091132,0.4200690038083439,0.24256723224651325,0.4046626279328801,3.495977723978098,0.17746167173405628,0.1528491366478575,0.462409823255852,0.20727936836223423,0.38377573920151453,3.6080579921644627,0.27206068980847026,0.2259428889267987,0.37118749281032687,0.13080892845440414,0.7329468128051679,3.470057484318369,0.060221979113664885,0.18515934145389626,0.4489495388408269,0.3056691405916118,0.13413975046985474,3.563620404436137,0.2280281239111647,0.09895384640398185,0.44636825786887235,0.22664977181598117,0.510852014880842,3.4288492400781143,0.13157440661416933,0.09806780671965648,0.44724894109080393,0.32310884557537034,0.29418606625041976,3.5693877276455694,-0.00463550609974854,0.043360261579486636,0.09459901807441398,-0.09645371729699537,-0.0633923381332451,0.037719587541472005,0.07309375227894122,-0.0008860396843253654,0.07569951950738762,0.10649664058575742,-0.09122233044552513,0.0008806832219315774,-0.007671675274393941,-0.187576489706716,-0.07647043990783009,0.09645907375938917,0.2311342396244116,0.06761318296871505,0.5050559129421139,0.9398935554370187,-0.3021776125894026,-0.21283968015083748,0.0,0.0,0.0,0.0
TEA_G_26_basal_pos,TEA,1,Resting,8,0.09156110906558618,0.18220978058780674,0.40553177086175923,0.3206973394848478,0.22578035962760173,3.5409068659628327,0.2435954116769428,0.22237945586087682,0.42908868758986324,0.10493644487231711,0.567704110414067,3.47098776526243,0.38571773636403245,0.08745216405368832,0.35072323784908666,0.17610686173319254,1.0997781006173408,3.331118760115471,0.16179738229550578,0.12704561284451132,0.45460465025520996,0.2565523546047729,0.3559078909656435,3.567410901914342,0.1921998827331191,0.12652721163763064,0.4210227131703326,0.2602501924589178,0.45650715916450113,3.6432224364386063,0.22793959144723686,0.12480229719189319,0.3877598658241532,0.25949824553671674,0.5878369876231753,3.513026435930761,0.20310910783258004,0.06128815959125877,0.3778741687363404,0.3577285638398208,0.537504610362235,3.5679292151180277,0.16005707970267344,0.340939402936536,0.2856887929913375,0.21331472436945312,0.560249766981677,3.310496392132147,0.24940927395891185,0.10312358579005156,0.35061371621465504,0.2968534240363815,0.7113505901925893,3.50301141452909,0.19507514441741455,0.16353274169248289,0.3947827711893645,0.24660934270073798,0.494132871679558,3.5368558170442292,0.19683559161524247,0.14014787328132203,0.41563483117125705,0.24738170393217845,0.4735781913670726,3.6394724219083963,0.3555690709419024,0.22442422959008182,0.27765006396355074,0.14235663550446512,1.2806374537287364,3.3713375646298354,0.5887118038615532,0.18775318064109886,0.1728524308228534,0.05068258467449454,3.4058636089699563,2.643789081644961,0.36480409920516316,0.2077399956646742,0.2939100603724678,0.13354584475769465,1.2412099767624571,3.1742590329893576,0.16715561021457254,0.1754786164499533,0.5120648487702059,0.14530092456526844,0.3264344557452435,3.558855755743366,0.10168174148874799,0.15826111707813512,0.4929946702925329,0.247062471140584,0.20625322668987908,3.621576250702661,0.030402500437613333,-0.043052028129906605,0.23314273291965082,-0.06547386872582454,-0.0005184012068806809,0.27965124334527725,-0.03667104894898296,-0.017217499371818185,-0.03358193708487739,-0.0921853757450029,-0.10479763314069734,-0.01907017847767295,0.003697837854144903,-0.1444138394703677,-0.09167405082997057,0.10176154657531555,0.29021314964769346,0.20549262560086995,0.31354274105344104,0.9156039639959817,-0.15363005520729353,-0.14438683441161956,0.0,0.0,0.0,0.0
TEA_G_26_basal_pos,TEA,1,Resting,9,0.1666211560080865,0.3889989419273205,0.2493694184121276,0.1950104836524655,0.6681699667467452,3.4035012596350933,0.340611846333804,0.25896845979018907,0.3014259149310331,0.09899377894497384,1.130001866003249,3.3548020828542695,0.208745944727636,0.35360340937105356,0.33139157170442857,0.10625907419688195,0.6299072232103072,3.2754684272877754,0.18622771593357595,0.35731565151904937,0.2844225365210723,0.17203409602630235,0.6547572432600773,3.4819562751914295,0.3150305462740464,0.24540660295581765,0.28415988151723964,0.15540296925289623,1.1086383644023792,3.4192072050396494,0.2599191890840039,0.10075518960325963,0.3384559519269324,0.300869669385804,0.7679557342815369,3.340956844657352,0.2497499433474864,0.35668760387362436,0.2626941146472781,0.13086833813161106,0.9507253091026728,3.3014265205857813,0.07382058820796181,0.48823602886701023,0.3100458396592553,0.1278975432657727,0.23809572251990757,3.232966688237686,0.08546250323178414,0.21562064862022248,0.3116459564559718,0.38727089169202156,0.2742294628291061,3.6261990363031122,0.062155463203808985,0.32012054496695347,0.34569877996169046,0.272025211867547,0.17979659404842824,3.3934864063838357,0.17771733933788564,0.3236205581718492,0.38580020382444097,0.11286189866582433,0.46064604833323575,3.4627858855139717,0.48762111695004523,0.18319158004598696,0.258908206324587,0.0702790966793808,1.8833745128137283,2.7946858838974826,0.18824968080285526,0.5507801939896627,0.21197555403179358,0.048994571175688395,0.8880725971572186,2.8517121804436214,0.12063247449604451,0.5006919183741253,0.20406752636568162,0.17460808076414866,0.5911399851041242,3.142174553353067,0.2684050878529656,0.22235480629561105,0.36338255681774534,0.14585754903367795,0.7386295319276545,3.4282415307243936,0.21050776361672743,0.24433774697892044,0.3302310212573705,0.2149234681469815,0.6374560536899562,3.49089142387068,0.12880283034047046,-0.1759293551395246,-0.29937143614719,-0.05789732423623814,-0.11190904856323172,0.13154842499338587,0.36758861394367576,0.021982940683309388,-0.00026265500383265694,0.04735172501197721,-0.04693265229279342,-0.03315153556037481,-0.016631126773406113,-0.0029707948658383443,-0.021284525503692406,0.06906591911330354,0.17161879658014473,-0.2122290820211957,0.1778356299538871,0.893702434668844,-0.34477596477573036,-0.62974474165241,0.0,0.0,0.0,0.0
TEA_G_26_basal_pos,TEA,1,Resting,10,0.12563502726010245,0.09469011921387077,0.5496689193760111,0.2300059341500156,0.22856491031496634,3.5812050213286826,0.45457504589052367,0.08270595111349527,0.3963349004181637,0.06638410257781735,1.14694680032193,3.1721137775766217,0.3219005914340151,0.1778847863007273,0.403782781283634,0.09643184098162356,0.797212279361409,3.326544939227733,0.1605923020543467,0.0716227027331053,0.5111923895546061,0.25659260565794184,0.31415237264050083,3.580389619454553,0.2358721838781118,0.06267152399920575,0.5906981090554879,0.11075818306719462,0.3993108836174637,3.4518170253846714,0.3459527604073561,0.1273479180746674,0.4000234254391695,0.12667589607880694,0.864831253388595,3.199522536696072,0.37195071067247265,0.1343678602147464,0.35094527198307557,0.14273615712970542,1.0598538871052525,3.3666590859847965,0.2597326894465228,0.2673372858742164,0.2993980958518003,0.17353192882746046,0.867516170093107,3.5198606289099947,0.23367459881788621,0.195542540967531,0.33080994987749357,0.23997291033708928,0.7063711321392274,3.525640053238944,0.1838960745256523,0.1871835427885606,0.49887510720147704,0.13004527548430997,0.3686214683214962,3.3061168578326607,0.2024979036102999,0.14972876598515697,0.513949095131811,0.13382423527273216,0.3940038138570239,3.51540006423264,0.5234731288332646,0.15717637657352773,0.27740658975534993,0.04194390483785773,1.8870248514821701,2.845740112167553,0.3958899859197278,0.3080876109701125,0.24058371747346097,0.05543868563669865,1.6455393992463303,3.060404754386084,0.2487182269469209,0.3354048317100633,0.3260793350292139,0.08979760631380203,0.7627537234907509,3.3790479373757027,0.3332618250331777,0.0804256970648619,0.46359380134192707,0.12271867656003324,0.7188660074153536,3.341629039447103,0.25529484792931245,0.10081983734415799,0.46441332132457414,0.1794719934019554,0.5497147394505707,3.399393295700375,0.0752798818237651,-0.11221802122594987,-0.12758314291353678,-0.07796697710386524,-0.008951178733899542,0.13296942565947,0.15091123439658477,0.02039414027929609,0.07950571950088181,-0.05154717613127524,-0.03682287228188896,0.0008195199826470656,-0.14583442259074722,0.030795771697755048,0.013494780798840915,0.05675331684192217,0.21443290729057324,-0.016268548066609535,0.21113537224699988,0.8953265234894768,-0.4830454329844843,-0.04414281457167005,0.0,0.0,0.0,0.0
